"id","gender","overallei_allitems","perceptions","own","others","utilization","sincerity","fairness","greedavoidance","modesty","fearfulness","anxiety","dependence","sentimentality","socialselfesteem","socialboldness","sociability","liveliness","forgiveness","gentleness","flexibility","patience","organization","diligence","perfectionism","prudence","aestheticappreciation","inquisitiveness","creativity","unconventionality"
670,"female",3.21212121212121,4.5,4.44444444444444,4,3.5,2.5,4.5,2.625,3.625,2,2.375,2.625,3.5,5,4.375,3.75,4,3.25,3.125,2.75,3.375,4.75,4.125,3.75,4.125,3.375,3.625,2.25,3.25
838,"female",3.33333333333333,2.6,2.88888888888889,3.875,4.83333333333333,3.875,3.375,4.125,3.125,2.125,3.75,2.5,2.625,3.375,3.25,2.5,2.375,2,2,2.125,2.375,1.75,2.375,3.5,2.125,4.25,4.125,3.625,5
478,"male",3.66666666666667,4.7,4.11111111111111,4.25,4.83333333333333,4.75,5,4.875,3.375,2.625,4,2.875,4.25,4,4.125,3.75,4.5,4,3.375,3.5,4.625,4.25,4.125,4.75,3,4.875,4.75,3.875,4.75
598,"female",3.09090909090909,2.5,2.88888888888889,3.25,3.5,4.625,4.75,3,3.75,2.625,4.25,2.625,2.75,2.625,2.75,2.75,3,1.75,2.75,1.875,2.375,3.875,3.875,2.625,2.625,3.875,3.625,2.625,3
1166,"male",2.90909090909091,3.8,4.66666666666667,3.625,4.5,4.625,4.875,4.375,4.125,2.25,2.5,2.5,3,4.5,4.25,3.25,4.5,2,2.125,4.125,3.25,3.25,4.25,2.375,3.25,3.125,4.625,4.125,3.875
659,"female",3.24242424242424,3.9,4.11111111111111,3.75,3.83333333333333,2.875,4.375,3.75,3.625,2.125,2.125,2.5,3.125,4,4.125,3.875,4.125,3.5,3.375,3.75,4.25,4.25,4,3.625,4,4.375,4.25,4.125,4
71,"female",3.15151515151515,3.9,4.11111111111111,3.875,3.83333333333333,2.75,3.5,3.25,3.75,3,2.375,3.25,4,4.375,3.375,3.75,3.875,2.125,2.875,3.5,3.75,3.875,3.375,2.25,3.625,3.875,3.375,4,3.25
457,"male",3.33333333333333,3.4,4,3.5,3.33333333333333,3.375,4,2.375,2.125,2,2.875,2.5,3.25,4,4,2.625,4,2.875,2.875,3.125,3.25,4,3.625,3.75,3.375,3.5,4,3.375,3.25
891,"female",3,4,3.55555555555556,3.75,3.83333333333333,3.75,4.375,3.125,4,3.5,2.875,3.625,3.875,4,2.875,3.75,2.75,3.25,3.875,3.375,3.875,3.25,3.625,3.625,3.125,3.75,3.25,3.125,3.625
1212,"female",3.21212121212121,4.6,3.33333333333333,3.625,3.83333333333333,4.375,5,3.375,4,3.5,3.875,3,4.125,3.75,3.75,2.25,2.625,2.125,2.875,3,3,3.5,3.75,4.375,3.875,3.75,3.25,3.625,4.125
488,"female",3.18181818181818,4,3.55555555555556,3.625,4.33333333333333,4.125,4.125,4.625,5,3.625,3.125,3.375,3.875,4.125,3.625,2.25,3.625,3.125,2.875,3.25,3.625,3.875,2.875,1.75,3.25,4.5,3.125,3.75,3.25
912,"male",3.3030303030303,2.8,3.55555555555556,3.375,3.66666666666667,3.625,4.125,3.125,2.875,2.375,3.875,3.125,3.375,3.5,3.5,3.375,3.5,2.25,3,3,2.625,3.75,3.125,2.875,2.5,3.375,3.5,3.375,3.375
215,"male",3.33333333333333,4.2,4,3.375,3.83333333333333,3.75,4.75,2.75,2.625,3.75,4,2.5,3.625,4.375,3.75,2.375,3.625,2.75,4,3.125,3.75,4.125,3.875,3.875,4.5,2.25,3.375,4.5,2.5
540,"female",3.33333333333333,4.9,4.55555555555556,4.5,4.33333333333333,4.25,5,4.375,4.625,2.375,2.375,3.875,3.875,4.875,4.875,5,4.5,2.75,3.125,3.25,2.75,3.125,3.75,3.125,3.5,4.25,4,4.375,3.875
613,"female",2.87878787878788,3.5,3.77777777777778,3.25,3.33333333333333,4.625,4.625,4.625,4.625,3.125,2.5,2.125,3.875,4.25,3.5,2,4,2.875,3.25,3.75,4.125,4.375,4.125,3.5,4,3.375,3.5,3.375,3
917,"female",3.03030303030303,3.7,2.88888888888889,3.375,3,3.5,3.625,3,3.875,3.625,4.125,2.5,4,3.625,2.375,2.75,2.75,2.875,3.125,2.75,3,3.25,2.5,3.875,3.5,3,3.625,2.75,3
937,"female",3.18181818181818,3.9,4,3.75,3,3.5,3.875,3.25,3.625,2.875,2.75,2.5,4,4,3.875,3.875,3.625,3.875,4,2.875,3.875,3.5,3.75,3.125,3.75,3.875,3.625,3.375,3.125
931,"male",3.21212121212121,4.2,3.44444444444444,3.75,3.5,3.625,5,4.25,4.375,4.125,4.125,4.125,4.125,4.25,3.375,4,3.5,2,3.375,3.5,4.5,4.5,2.875,4.25,4.25,3.75,4.125,2.875,3.125
296,"male",3.09090909090909,3.5,3.66666666666667,3.375,3.5,3.875,4,3.125,3.625,2.375,2.5,2.375,2.375,4,3.5,3.5,3.75,1.875,3.25,3.75,3.5,3.875,3.875,4.125,3.875,3.25,3.75,3.125,3.25
328,"female",3.24242424242424,2.8,3.11111111111111,3.375,3.33333333333333,3.75,4.125,3.875,4.25,3.5,4,4,3.875,2.75,1.375,2.125,3.375,3.125,3.25,3.375,3.5,4.25,3.25,4.375,3.625,2.625,3.125,3.5,2.5
1171,"female",3.03030303030303,3.8,3.55555555555556,3.5,3.66666666666667,3.625,3.25,2.875,3.5,3.25,2.875,3.375,3.75,4,2.875,3.5,3.5,2,2.625,2.5,2.875,3.75,2.75,4,3.375,3.5,3.875,2.375,2.5
889,"male",3.12121212121212,3.8,4.33333333333333,3.5,3.66666666666667,4,4.375,2.75,3.5,2.25,1.625,2.5,2.25,4,3.875,3.75,4.25,2,2.5,2.375,3.875,4.25,4.375,3.375,4.375,4.125,4.125,4,3.5
1108,"female",3.15151515151515,4.7,4.44444444444444,3.875,3.33333333333333,4.125,4.125,2.5,2.875,2.25,2.75,2.5,3.375,4.625,4.5,4.375,4.375,3.625,2.75,3.625,3.25,2.625,5,3.25,3.75,4.25,4,4.5,3.75
1107,"male",3.39393939393939,3.3,4,3.75,4.16666666666667,2.625,3.25,2.25,2.25,3.625,3.375,3.375,3.625,4,3.125,3.375,3.25,2.625,3.625,3.5,3.125,3.875,2.875,4.125,3.625,3.75,3.75,3.875,3.125
250,"female",3.39393939393939,4.1,4.22222222222222,3.75,4.16666666666667,4,4.125,3.375,3.5,2.625,3,1.75,4,4.125,4.25,3.625,4.375,2,2.875,2.125,3.375,2.875,4.125,2.75,2.5,4.125,4.25,4.625,3.625
1282,"female",3.18181818181818,3.5,3.66666666666667,3.125,3.66666666666667,3.125,3.875,3.5,4.875,2.5,3.125,2.25,2.875,3.875,1.75,2.75,3.625,3.125,3.75,3.375,4.625,3.5,3.375,3.5,3.875,4.125,3.75,3.375,3.75
281,"male",3.3030303030303,3.6,3.44444444444444,3.375,4.16666666666667,4.125,4.625,3.625,3.75,2.625,4,3.25,3.75,3.625,3.375,3.625,3.625,2.25,2.625,3.25,2.875,3.75,3.875,3.75,3.5,4.125,4.875,4.5,3.875
898,"female",3.24242424242424,3.6,3.55555555555556,3.375,3.66666666666667,3.75,3.375,3.75,3,2.25,3.625,3,2.875,3.375,3,3.625,3.125,2.5,2.75,2.75,3.625,3.75,3.75,4.375,3.125,2.5,3.5,4.25,4
869,"male",3.15151515151515,3.7,3.66666666666667,4,3.33333333333333,3.875,4.75,3.875,3.875,3.125,2.875,3.125,3.75,4.25,4,3.25,4.125,3.5,3.625,4.25,4.25,2.75,3.375,3.5,4.5,4.75,4.5,3.125,3.125
687,"female",3.45454545454545,4,3.55555555555556,4.125,4.5,3.625,3.5,2.625,2.875,2.875,2.875,3.5,3.125,4.75,3.875,4,3.625,3.625,3.5,2.875,3.625,3.625,3.625,3.75,3.125,3.125,3.875,4.5,4.125
431,"female",3.51515151515152,4.1,4.11111111111111,4,3.66666666666667,3.625,3.75,3.25,4.375,2.625,3.875,3.625,4.375,3.375,2.25,3.375,3.375,3.5,3.625,3.75,3.875,4,3.5,4.25,4,5,4.375,4.375,3.375
1054,"male",3.09090909090909,3.2,3.66666666666667,3.625,3.33333333333333,3.875,4.375,2.625,4.375,1.75,3.75,3,2.875,3.625,3.375,3.625,4.25,2.625,2.25,2.875,2.375,4.375,4.25,4,3.625,2.125,3.75,1.75,2.625
10,"male",3.06060606060606,4.2,4.33333333333333,3.25,4.33333333333333,4.25,4.375,3.375,3.875,1.875,3.625,2.875,3.75,3.75,3.875,3.75,3.625,3.125,2.375,3.625,3.5,4.375,4.375,4.875,3.75,3.75,3.25,4,3.75
1265,"female",2.84848484848485,3.1,3.66666666666667,3.75,3.33333333333333,3.125,3.5,3.5,4,2.875,2.25,3.125,2.625,4.5,3.5,3.25,3.5,1.875,1.75,2.5,2.375,1.75,3.125,2.875,3.25,3,3.875,3.5,3.875
1327,"female",3.21212121212121,3.2,2.88888888888889,3.375,3.83333333333333,3.625,3.75,4.25,3.5,1.875,4,3.25,3.75,3.125,3.5,2.375,2.5,2.25,2.875,2.875,3.75,3.625,3.75,3.75,3.75,3.875,3.5,3.75,4.5
585,"female",3.18181818181818,4,3.88888888888889,3.875,3.16666666666667,4,4.125,4.125,3.75,4,3,3.25,3.75,4,3.875,3.625,3.875,3.5,3.625,4,3.125,2.875,2.875,3.375,3.75,4.125,4.125,3.875,3.5
1036,"male",3.18181818181818,3.2,3.33333333333333,3.25,4.16666666666667,4.5,4.5,4.5,4,2.125,3.375,2.875,3.625,3.25,2.25,1.625,2.625,2.625,3.625,2.625,3.875,3,3.375,2.875,3,4,3.875,4.125,3.375
293,"female",3.18181818181818,3.9,3.88888888888889,3.75,3.5,3.75,4.375,3.375,4,2.625,3.625,3.125,3.875,3.5,3.75,3.5,4,2.375,3.375,2.875,3,4,4.125,4.125,3.375,4,3.75,3.875,3.875
849,"female",3.51515151515152,3.3,3.66666666666667,3.75,3.66666666666667,4,4,4.75,4.25,2.125,4,2.5,3.5,4.25,3.25,2.125,4,1.5,2.5,2.75,2.375,4.75,3.875,4.375,3.125,3.625,3.25,2.75,2.875
303,"female",2.96969696969697,4.5,3.77777777777778,4.125,3.66666666666667,3.625,4.125,3.25,3.75,2.5,3.375,3.5,3.5,4.75,4.75,4.125,4.25,3.875,2.5,3.875,3,4.375,4.5,4,3.375,2.75,3.875,2.5,2.625
1240,"male",2.96969696969697,3.5,3.88888888888889,3.625,4.16666666666667,3.125,4.5,3.25,4,1.75,2.375,2.75,3.25,4.75,4.125,3.25,4.75,4,2.5,3.5,4.125,3,4.375,3.25,4,3.875,4.625,4,3.75
107,"female",3.54545454545455,3.9,4.55555555555556,4,4.16666666666667,3.375,4.5,2.625,3.25,2.25,2,1.5,3.375,4,3.5,3,4.875,3.25,3,2.875,3.625,4.625,4.375,3.75,4.125,3.375,3.875,3.375,4.25
752,"male",3.27272727272727,3.4,3.77777777777778,3.375,3.5,3.75,4.125,3.75,3.75,2,2.75,2.75,3,3.875,3.25,3.625,4.125,3.25,3.25,3.25,3.875,4.125,3.75,3.5,4,2.625,3.5,2.875,3.125
543,"male",3.24242424242424,3.4,3.22222222222222,3.625,3.16666666666667,3.75,4,3.75,3.75,2.125,3.375,3.25,3.25,3.875,4,3.625,3.375,2.875,3,3.625,3.75,3.25,3.5,3.5,4,2.875,4,3.25,3.25
775,"female",3.21212121212121,2.6,3.22222222222222,2.875,3.33333333333333,3.375,4,3.875,4,3.125,3.75,3.75,3.5,2.75,1.875,2,3.25,3.5,3.5,3.625,3.75,3.75,3.25,4,3.5,2.75,3.25,2.875,3.125
1028,"female",3.15151515151515,3.9,4,3.625,3.66666666666667,3.125,4.125,3.25,3.875,2.875,2.875,2.75,4,3.5,3.75,3,4,2.75,2.75,2.375,3.625,4.25,4.125,3.625,3.75,3.125,3.75,3.625,3.625
43,"male",3.27272727272727,4.7,3.88888888888889,3.875,2.5,3.75,3.75,1.75,4,3.5,3.25,1.5,3.125,4.25,3.125,4,2.75,2.5,3.75,4.125,4.5,4.5,4.125,3.625,5,2.125,4.5,3.125,3.125
189,"female",3.06060606060606,4.1,4,3.375,3.5,3.75,3.875,3.5,3.75,3,2.875,3,3.875,4.25,3.5,3.625,3.875,2.5,3.5,3.625,4.25,3.625,4,2.5,4,3.125,3.25,2.75,3.25
911,"male",3.39393939393939,4.7,4.22222222222222,3.875,4.33333333333333,3,4.25,3.375,3.5,2.375,2.375,2,3.25,4.25,4.625,4,4.125,2.5,2.625,3.375,4.125,4.25,4,4.125,3.625,4,4.375,4.5,3.25
171,"male",3.3030303030303,3.6,4.55555555555556,4,4,3.625,4.125,3.75,3.375,2,2.75,2.25,3.25,4.125,4.125,2.25,3.75,2,3.5,3.625,4.125,1.75,3.75,3.25,3.625,2.125,4.5,4,3.375
39,"female",3.72727272727273,4.2,4.44444444444444,3.875,4.33333333333333,3.375,4.75,2.25,3.875,2.375,2,1.75,4,4.875,4.25,3.75,4,4.125,3.75,3,4.25,4.875,4.125,3.75,3.75,4.375,4.75,4,4.125
810,"male",3.45454545454545,4.8,4.88888888888889,4.5,4,3.5,4.625,2.125,3,1.875,1.25,1.5,3.5,5,4.5,4.375,4.875,4.375,3.5,4.25,4.5,4.5,4.5,3.875,4.75,3.875,4.25,4.625,3.875
216,"female",3,3.9,3.55555555555556,3.75,3,3.875,4.625,3.625,4,3.5,3.5,2.75,3.625,3.375,2,3,3.5,2.875,3.125,3.875,2.875,3.625,3.375,3.125,4,3.25,4.125,3.5,2.5
58,"female",3,4.1,4.55555555555556,3.375,3.66666666666667,3.5,4.5,3.625,2.75,3.5,3.5,2,3.375,4.875,4.25,3.5,5,2.625,4,2.375,4.125,4.375,4.875,4.375,4.5,2.25,3.625,4,2.75
395,"female",3.39393939393939,4.9,4.22222222222222,4.625,5,4.25,4.75,2.625,4.625,3.5,4.375,4.25,4.25,5,3.5,4.125,4.375,3.625,2.625,4.375,1.375,4.625,4,4.75,2.625,4.625,4.5,3.125,3
456,"male",3.36363636363636,4.4,4.44444444444444,4.375,3.66666666666667,3.625,4.375,3.25,4.125,1.75,2.125,3.125,4.125,4.625,4.875,4.5,5,3.5,3.5,3.5,4,3.5,4.375,3.5,4,3.75,4.75,4.5,4.375
1046,"male",2.90909090909091,4,4.11111111111111,3.375,2.66666666666667,4.625,4.75,3.875,4.25,1.875,1.5,1.5,2.625,4.125,4.25,3.875,3.875,3.625,3.375,4,4.375,4.125,4.25,3.5,4.125,3.625,3.5,3.125,3.125
1194,"female",3.24242424242424,2.5,3.66666666666667,3.5,3.16666666666667,3.5,3.375,4,4.375,2,3.625,2.75,2.875,3.25,3,2.875,3.5,2.75,2.5,2.25,2.875,2.125,3.75,3.75,3.625,3.25,2.75,1.875,4.5
1355,"male",3.24242424242424,4.3,4.22222222222222,4.25,4,4.5,4.875,4.625,4.625,3.625,3.25,3.625,4.25,5,3.75,4.375,4.25,3.5,4.25,4.375,4,5,4.375,4.125,4.625,4,4.75,3.875,3.5
588,"male",3.18181818181818,3.8,3.77777777777778,2.75,4.16666666666667,3.625,4,4.375,4,2.25,2.875,2.375,3.25,4.125,3.125,1.75,3.5,2.25,3.375,2.875,2.875,3.75,3.625,3.25,3.875,3.5,3.5,3.25,3.375
63,"male",3.12121212121212,3.9,4,3.75,4,3.375,3.75,3,2.875,3,2.875,2.875,3.375,3.75,4.5,3.5,3.125,3,3,2.375,3.25,3,3.5,3.5,3.875,3.25,4.25,3.875,3.75
1203,"female",3.09090909090909,3.8,4,3.875,4.16666666666667,2.75,3.625,3.625,3,3.125,2.875,3.875,3.875,4.375,4.25,3.5,4.125,3.625,2.625,3.25,3.5,3.875,3.875,3.75,3.625,4,2.875,3.25,3.25
417,"female",3.27272727272727,4.4,4.33333333333333,4.25,3.83333333333333,4.375,3.75,3.375,4.125,2.5,2.375,2.75,3.625,4.75,3.875,3.625,4.5,3.875,3.375,4,4,3.625,4.5,4.375,4,3.625,3,3.25,3.375
1302,"female",3.18181818181818,4.5,4.44444444444444,3.875,4.16666666666667,4,4.875,3.375,3.625,2.125,2.375,3,4.125,4.75,4.5,4.375,4.625,3.625,3.625,3.375,4.125,3.75,4,3.125,4.375,4.875,4.25,4.5,3.75
886,"male",3.18181818181818,2.6,4.11111111111111,3,3.66666666666667,3.75,5,4.75,4.75,1.625,2.5,1.75,2.125,4.25,4.25,1.625,4,3.75,3.5,3.125,4.5,3.5,4.125,1.875,2.875,1.375,2.25,3.5,3.875
1094,"female",3.78787878787879,2.8,3.44444444444444,4.125,4.16666666666667,1.625,3.25,3.625,3.375,3.25,3.75,2.875,3.375,3,4,4.5,3.875,1.625,1.75,2,2.125,1.125,3,3.25,2,4.5,4.375,4.25,4.5
59,"male",3.39393939393939,3.7,4,3.875,3.66666666666667,2.375,2.875,2.75,2.75,2,3.75,3.25,3.75,3.75,3.375,3.25,3.875,2.375,2.625,2.5,2.75,2.5,3.75,3,3.25,4.125,4,4.125,4
804,"female",3.27272727272727,4,4,3.75,3.33333333333333,3.25,3.75,3.25,3.75,3.125,2.5,3.125,3.875,4,3.75,3.875,4,2.75,2.625,3,3.25,4,3.75,3.125,3.75,3.5,3.875,3.25,3.125
203,"female",3.27272727272727,3.6,3.66666666666667,3.625,4,3.75,4.875,3.75,4,3.125,3.375,3.25,4,3.75,3.75,3.25,2.625,2.875,3.125,2.75,3.125,2.5,4.125,3,3.5,2.875,2.625,2.75,3.25
413,"female",3.63636363636364,3.1,2.77777777777778,4,3.66666666666667,3,3.875,1.625,2.875,4.25,4.875,4,3.875,2.125,1.625,2.75,3,2.25,2.125,1.375,1.625,4.5,2.5,3.5,3.25,2,1.75,2.125,2.375
577,"male",3.21212121212121,3,3.77777777777778,3.125,3.83333333333333,3.375,4.125,3.25,3.75,3.375,3.375,2.875,3,3.75,2.625,3.25,3.375,2.875,3,3.125,3,2.375,3.875,3.5,3.25,1.875,2.75,2.875,2.875
542,"female",3.18181818181818,3.9,4,3.75,4.33333333333333,3.75,4.75,4.5,4.5,3.125,3,3.375,4.125,4.375,3.25,3,4,2.5,3.75,3,4,4,2.625,3.375,3.25,2.75,2.625,3.125,2
476,"female",2.84848484848485,3.8,3.66666666666667,3.375,3.33333333333333,4,3.75,3.75,3.875,3,3.25,2.625,3.625,4,3.625,3.5,3.625,2.625,3.625,3.625,3.75,4,4,3.75,4.125,3.875,3.75,2.875,3.25
940,"male",3.15151515151515,4.1,4,3.625,3.33333333333333,3.625,4.375,2.5,3,2.75,3.875,3.5,4.25,4.125,3.125,2.875,2.5,2,4,2.875,2.875,2.625,3.75,3.625,3.5,3.75,3.375,3.75,3.375
979,"female",3.57575757575758,3.9,3.55555555555556,3.625,4.33333333333333,4.25,3.875,3.5,2.875,3.5,3.875,2.75,4.25,4,3.625,3.25,3.75,3,4,3.125,3.875,3.75,2.875,3.875,3.375,3.5,3.5,4.125,4.125
522,"male",3.3030303030303,3.7,4.22222222222222,3.25,3.66666666666667,3.875,3.625,3,2.875,2,1.625,2.375,2.25,3.75,3.625,2.375,3.375,2.625,2.875,3.375,3.25,2.625,3.875,3.125,3.875,3.75,4.125,3.75,3.625
405,"male",3.06060606060606,3.6,3.88888888888889,3.75,3.66666666666667,3.75,4.5,4.125,3.875,3.5,2.75,3.5,4,3.75,3.75,3.5,3.625,3.5,3.5,3.875,3.875,4,3.625,3.5,3.75,2.875,4,3.5,3.125
716,"male",3.24242424242424,3.7,4,3.25,4,3.75,4.375,3.375,3.875,3,3.25,3,3.375,3.875,3.375,3.75,3.75,3.5,3.5,3.25,4,3.375,3.75,2.5,3.375,3.25,3.25,3.625,3.375
607,"male",3.21212121212121,3.9,4.33333333333333,4,3.33333333333333,3.75,4,3,3,2.125,2.5,3.125,3.625,4.25,4.125,3.5,4,2.625,2.625,3.75,3.125,3.875,4.75,3.5,4.125,3.5,4.125,3.875,2.875
801,"male",3.57575757575758,3.9,4,3.75,4.16666666666667,3.75,4.5,4.25,2.875,3.5,2.875,2,4.125,3.875,4,3.875,3.75,4,3.625,3,3.75,4,3.875,3.75,4.25,3.625,4.125,4,3
501,"female",3.36363636363636,4.7,4.22222222222222,4.5,4.33333333333333,3.75,4.375,3.5,4.25,2.375,3.375,3.75,4.25,4.25,3.875,3.875,4.375,3.125,3.125,3.25,3.125,4,3.75,3.5,3.25,4.125,3.625,3.5,3.625
429,"male",3.12121212121212,4,4,3.375,3.66666666666667,3,4,3.75,3.625,2.875,3.5,2.5,3.875,4,3.25,3.5,4,2.375,3.75,4,3.625,2.875,3.375,3.5,4,3.125,3.875,3.875,3.125
778,"male",3.15151515151515,3.1,3.77777777777778,3.125,3.66666666666667,3,3,3.875,4.375,1.875,2.625,1.625,3.875,4.25,3.5,3.625,4.375,3.875,3.5,3.5,4.25,3.75,3.75,3.875,2.625,3.375,4,2.875,3.5
982,"male",3.45454545454545,3,3.33333333333333,3.25,3.66666666666667,3.25,3.5,2.5,3,2.375,3,3,3.375,4,3.625,3.5,3.625,3.5,3.25,2.5,3.75,3.125,3.625,3.625,2.875,3.125,3.75,3.5,3.75
205,"male",3.39393939393939,3.1,2.88888888888889,3.25,3.16666666666667,2.25,1.875,3.5,4,3,3.75,3.25,3.5,3.25,3.375,4,2.625,1.875,2.5,2.625,2.25,2.25,2.75,3.125,2.75,1.75,2.25,2.75,2.625
1128,"female",3.45454545454545,3.5,3.77777777777778,3.625,3.66666666666667,3,3,3.375,4.125,2.375,3.875,2.5,3.75,2.5,3.75,3.625,3.25,2.625,3.375,3,3.125,4.625,3.75,3.875,3.125,3.5,4,3.75,3.25
471,"male",3.36363636363636,3.1,3.66666666666667,3.375,3.33333333333333,3.375,4,4.125,3.5,3.5,3.875,3.125,3.625,3.875,3.375,2.625,2.75,2,2.75,3.5,3,4.5,3.625,4,3.75,2.25,2.875,3.5,3
66,"female",3.45454545454545,3.7,3.77777777777778,4.25,3.83333333333333,3.625,3.75,3.375,3.625,3.25,3.875,2.875,4,3.75,3.125,2.75,3.375,3.25,3.5,3,3,3.5,3.125,4.125,3.625,4.625,3.875,3.75,3.625
88,"male",3.3030303030303,3.6,3.66666666666667,3.625,3.16666666666667,3,3,3.5,3.875,2.375,2.25,2.625,2.375,3.625,3,3.5,3.5,2.625,2.75,3.625,3.5,2.875,2.375,2.5,3.25,3.875,4.625,3.875,4
601,"male",3,3.4,3.55555555555556,3.25,3.83333333333333,3.125,3.625,3.375,3.75,2.75,3.5,3,3.75,3.75,2.625,2.625,2.5,2.25,3,2.875,3.125,3.875,3.5,3.5,3.625,3.5,4.25,3.125,3.25
309,"female",3.15151515151515,3.3,3.88888888888889,3.75,3.66666666666667,4,4,3.625,3.625,2.5,3.5,2.75,4,4.25,2,3.875,3.875,3.125,3.25,3.5,3.375,2.375,3.875,4.125,3.625,3.875,4.125,3.5,3.375
142,"male",2.81818181818182,2.6,2.22222222222222,3.125,3,3.625,4.125,4.375,4.625,3.25,3.625,3.75,3.75,1.75,2,3.125,1.875,4.25,3.625,3.875,3.375,1.875,2.625,3.5,2.625,3,3.125,2,3.5
294,"male",3.33333333333333,4.8,4.22222222222222,4.5,4.33333333333333,3.875,5,3.375,3,1.625,2.5,2.75,3.25,4.25,4.625,3.25,4.5,3.5,2.5,2.5,3.125,4.875,4.875,4.125,3.625,4.75,4.625,4.75,4.5
715,"female",3.51515151515152,3.8,4.55555555555556,4.5,4.16666666666667,2.75,3.75,3.25,3,2.125,3.5,3.25,4.125,4.125,4,4,4.375,3.5,2.75,2.75,3.875,4.25,4.25,4.25,3.5,3.625,2.875,3.625,3
116,"male",3.03030303030303,4.1,4.22222222222222,3.875,4,4.25,4.875,3.375,3.875,2.75,2.875,3.5,4.125,4.625,4.5,3.5,4,3.125,3.125,3.625,3.125,3.75,4.75,3.125,4,3.375,4.5,2.875,3.125
929,"female",3.09090909090909,3,3.55555555555556,3.375,3.83333333333333,3.875,4.25,3.875,3.875,3.75,3.25,2.625,3.375,3.375,3.25,2.875,3,2.375,2.75,3.25,2.875,3,3.5,4.125,3.25,3,2.5,3.25,3.25
993,"male",3.33333333333333,4,3.88888888888889,4,3.83333333333333,3.375,3,2.75,3.625,1.375,3.875,3.625,3.125,3.25,4.375,4.125,3.75,3.5,3.5,3.625,2.75,2.625,4,3.875,3.875,3.25,4.5,4,4.25
480,"male",3.33333333333333,3.2,3.88888888888889,3.875,3.33333333333333,3.375,4.625,3.125,3.25,2.5,2.25,3.125,3,3.75,4.125,3.75,3.25,3.375,2.75,3.125,3.25,3.875,3.75,3.625,3.875,3.5,3.5,3.875,3.625
1039,"male",3.21212121212121,3.9,4,3.625,3.33333333333333,3.125,4.5,3.125,3.5,2.625,3.375,2.75,3.375,4,3.625,3.75,4,3,3.125,3.375,3.625,3.875,4.125,3.75,3.75,3.625,4.5,3.625,3.25
486,"female",3.21212121212121,4.2,4.11111111111111,3.75,4.5,2.875,4.875,4,3.5,1.875,2,3.5,4.125,4.5,4.75,4.375,4,3.875,2.5,2.375,3.375,3.25,2.75,2,2.375,4,3,4.625,4.5
254,"female",3.06060606060606,4.3,4,4,3.66666666666667,4.125,4.625,3.75,3.875,2.625,3.25,3.625,4.25,4,3.875,4.125,4.25,3.625,3.375,3.75,3.625,4,4,3.5,4.125,4,3.625,2.875,3.625
725,"female",3.42424242424242,4.6,4.33333333333333,3.5,3.66666666666667,4.625,4.5,4.125,3,2.625,2,2.5,3.25,4.375,4.25,3.375,4.25,3.625,3.75,4,3.875,3.875,3.125,3.125,4,4.625,4.125,4.5,3.75
1234,"male",3.54545454545455,3.7,3.77777777777778,4,4,2.375,3.75,2.5,3.125,3.125,3.125,3.125,3.625,4.375,3.625,3.375,3.75,3.125,3.75,2.875,3.375,3.75,4.25,4,3.5,3.125,3.75,3.375,2.5
1131,"female",3.39393939393939,3.4,3.55555555555556,3.375,3.16666666666667,3.375,3.875,2.75,3.625,3.5,3.5,1.75,2.75,3.125,3.5,2.875,3.125,2,3.5,2.875,3,3.75,3.75,3.5,4,4,3.25,2.625,3.25
627,"male",3.78787878787879,3,3.44444444444444,4,4,3.25,4.625,3.5,3.125,3.375,4.125,3.75,3.375,3.375,3.625,3.5,3.125,2.75,3.25,3,3,3.125,3.75,3.625,3.5,2.875,3.125,3.375,3.125
194,"female",3.39393939393939,4.5,4.55555555555556,4,4.33333333333333,3.5,4.625,3.5,3.375,3.25,2.75,2.125,4.25,4,3.5,4,4.125,2.375,3.125,3.125,3,3.75,4.125,3.75,4.5,2.625,3.25,2.375,3.375
742,"female",3.27272727272727,3.4,4.44444444444444,3.5,4,3.75,3.875,3.5,3.875,3.375,3.5,2.5,3.75,4.375,3.5,4,4.125,3.75,3.25,3.25,4,4,3.75,3.5,3.75,3.875,4,4.125,3.375
962,"male",3.09090909090909,3.1,3.55555555555556,3.375,3.33333333333333,4.375,4.625,3.375,3.625,2.625,2.25,2.125,2.875,4.125,3.75,3.375,3.875,3.125,3.25,3.625,3.875,3.625,4.125,3.375,4,3.5,3.5,3.5,3.375
1343,"male",3.3030303030303,4,4.11111111111111,4,4.33333333333333,3.375,2.375,2.125,2,3,2,3,3.375,4.125,4,1.5,3.375,2.125,2,2.875,2.75,3.75,4.75,2.875,3.875,4.25,4.5,4.5,4.25
894,"male",2.78787878787879,3,3.22222222222222,2.875,3,3.875,4.375,3.875,3.5,2.5,2.375,2.625,2.625,4.125,3.25,3.125,3.5,3,3.625,3.625,3.75,3.5,4.125,3.5,3.75,2.5,3.625,3.125,3
365,"female",2.93939393939394,4.7,4.33333333333333,3,4.16666666666667,2.625,4.25,2.125,3.125,3.125,3.5,2,3,4.5,4.25,3.875,3.875,1,1.5,2.625,2,4.25,4,3.875,2.875,4.625,3.5,3.875,4.375
